category,cooking_method,cuisine,image,ingredients,prep_time,recipe_name,serves,tags
,"['Puri:\xa0Mix flour, salt, and 1 tbsp oil. Add water gradually and knead into stiff dough. Rest 15 minutes. Roll into small circles. Heat oil for frying. Fry each puri until puffed and golden (30 seconds per side). Drain.\nTarkari:\xa0Heat oil, add cumin seeds, then onion; sauté until golden. Add ginger paste, turmeric, chili powder, coriander; cook 1 minute. Add tomato puree and salt; cook until oil separates. Add potatoes and water; simmer 5 minutes. Garnish with cilantro. Serve puri with hot tarkari.']",['Nepali'],https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=800&q=80,,30 minutes,Puri Tarkari (Fried Bread with Potato Curry),4 servings,"Vegetarian, Main Course"
,"['Make puri as in #149. For aloo chana: heat oil, add cumin seeds and onion; sauté until golden. Add ginger-garlic paste, turmeric, chili powder, coriander, cumin; cook 2 minutes. Add tomato puree and salt; cook until oil separates. Add potatoes, chickpeas, and water. Simmer 10 minutes. Add garam masala and cilantro. Serve puri with aloo chana.']",['Nepali'],https://images.unsplash.com/photo-1571167452520-0e1a4e6cb2d5?w=800&q=80,,30 minutes,Puri with Aloo Chana,4 servings,"Vegetarian, Main Course"
,"['In a bowl, mix gram flour, rice flour, ginger-garlic paste, turmeric, chili powder, cumin powder, and salt. Add water to make a thick batter. Dip eggplant rounds into batter, coating both sides. Heat oil. Fry battered eggplant in batches until golden and crispy (3–4 minutes). Drain. Sprinkle chaat masala. Serve hot.']",['Nepali'],https://images.unsplash.com/photo-1565557623262-b51206e893e7?w=800&q=80,"['1 large eggplant (cut into 1/4-inch rounds)', '1 cup gram flour (besan)', '2 tablespoons rice flour', '1 teaspoon ginger-garlic paste', '1/2 teaspoon turmeric powder', '1 teaspoon red chili powder', '1 teaspoon cumin powder', '1/2 teaspoon chaat masala', '1/2 teaspoon salt', 'Water as needed', 'Oil for deep frying']",15 minutes,Bhanta Chop (Eggplant Fritters),4 servings,"Egg, Snack"
,"['Blanch cauliflower florets in hot water for 2 minutes. Drain and pat dry. In a bowl, mix gram flour, corn flour, ginger-garlic paste, turmeric, chili powder, garam masala, ajwain, and salt. Add water to make thick batter. Dip each floret into batter. Heat oil. Fry until golden and crispy (3–4 minutes). Drain. Serve with mint chutney.']",['Nepali'],https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=800&q=80,"['1 medium cauliflower (cut into medium florets)', '1 cup gram flour (besan)', '2 tablespoons corn flour', '1 teaspoon ginger-garlic paste', '1/2 teaspoon turmeric powder', '1 teaspoon red chili powder', '1 teaspoon garam masala', '1/2 teaspoon ajwain (carom seeds)', '1/2 teaspoon salt', 'Water as needed', 'Oil for deep frying']",15 minutes,Gobi Pakoda (Cauliflower Fritters),4 servings,"Vegetarian, Snack"
,"['Marinate chicken with corn flour, all-purpose flour, egg, salt, and pepper for 30 minutes. Deep fry until crispy and golden (5–6 minutes). Drain. In a wok, heat 3 tbsp oil, add garlic, ginger, green chilies; sauté 1 minute. Add onion and capsicum; stir-fry on high for 2 minutes. Add soy sauce, chili sauce, ketchup, sugar; mix. Add fried chicken; toss well for 2 minutes. Garnish with spring onions. Serve hot.']",['Nepali'],https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=800&q=80,"['500g boneless chicken (cubed)', '2 tablespoons corn flour', '2 tablespoons all-purpose flour', '1 egg', '1 teaspoon salt', '1 teaspoon black pepper powder', 'Oil for deep frying', '3 tablespoons oil (for stir fry)', '2 tablespoons garlic (chopped)', '2 tablespoons ginger (chopped)', '4 green chilies (slit)', '1 large onion (cubed)', '1 large capsicum (cubed)', '3 tablespoons soy sauce', '2 tablespoons red chili sauce', '1 tablespoon tomato ketchup', '1 teaspoon sugar', '2 tablespoons spring onions (chopped)']",25 minutes (plus 30 minutes marination),Chicken Chilli (Nepali Style Chilli Chicken),4 servings,"Non-Vegetarian, Main Course"
,"['Marinate pork with corn flour, all-purpose flour, egg, salt, pepper, and ginger-garlic paste for 30 minutes. Deep fry until crispy and fully cooked (6–8 minutes). Drain. In a wok, heat 3 tbsp oil, add garlic, ginger, green chilies; sauté 1 minute. Add onion and capsicum; stir-fry on high for 2 minutes. Add soy sauce, chili sauce, ketchup, sugar; mix. Add fried pork; toss well. Garnish with spring onions. Serve hot.']",['Nepali'],https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80,"['500g boneless pork (cubed small)', '2 tablespoons corn flour', '2 tablespoons all-purpose flour', '1 egg', '1 teaspoon salt', '1 teaspoon black pepper powder', '1 teaspoon ginger-garlic paste', 'Oil for deep frying', '3 tablespoons oil (for stir fry)', '2 tablespoons garlic (chopped)', '2 tablespoons ginger (chopped)', '4 green chilies (slit)', '1 large onion (cubed)', '1 large capsicum (cubed)', '3 tablespoons soy sauce', '2 tablespoons red chili sauce', '1 tablespoon tomato ketchup', '1 teaspoon sugar', '2 tablespoons spring onions (chopped)']",30 minutes (plus 30 minutes marination),Pork Chilli (Nepali Style Chilli Pork),4 servings,"Non-Vegetarian, Main Course"
,"['Coat mushrooms with corn flour, all-purpose flour, salt, pepper, and ginger-garlic paste. Deep fry until crispy (3–4 minutes). Drain. In a wok, heat 2 tbsp oil, add garlic, ginger, green chilies; sauté 1 minute. Add onion and capsicum; stir-fry 2 minutes. Add soy sauce, chili sauce, ketchup, sugar; mix. Add fried mushrooms; toss gently for 2 minutes. Garnish with spring onions. Serve hot.']",['Nepali'],https://images.unsplash.com/photo-1574484284002-952d92456975?w=800&q=80,"['400g button mushrooms (quartered)', '3 tablespoons corn flour', '2 tablespoons all-purpose flour', '1 teaspoon salt', '1 teaspoon black pepper powder', '1 teaspoon ginger-garlic paste', 'Oil for deep frying', '2 tablespoons oil (for stir fry)', '1 tablespoon garlic (chopped)', '1 tablespoon ginger (chopped)', '3 green chilies (slit)', '1 onion (cubed)', '1 capsicum (cubed)', '2 tablespoons soy sauce', '2 tablespoons red chili sauce', '1 tablespoon tomato ketchup', '1/2 teaspoon sugar', '2 tablespoons spring onions']",20 minutes,Mushroom Chilli (Nepali Style Chilli Mushroom),3 servings,"Vegetarian, Main Course"
,"['In a bowl, mix oil, ginger-garlic paste, turmeric, chili powder, cumin, coriander, garam masala, fenugreek powder, and salt. Add chicken cubes, coat well. Marinate in refrigerator for 4–6 hours (preferably overnight). Thread chicken onto skewers. Grill on charcoal grill (preferred) or in oven at 200°C (400°F) for 10–12 minutes, turning occasionally, until charred and cooked through. Serve hot with green chutney and timur (Szechuan pepper) powder.']",['Nepali'],https://images.unsplash.com/photo-1547592180-85f173990554?w=800&q=80,"['600g boneless chicken (cut into 1-inch cubes)', '4 tablespoons mustard oil', '4 tablespoons ginger-garlic paste', '2 tablespoons turmeric powder', '2 tablespoons red chili powder', '2 tablespoons cumin powder', '2 tablespoons coriander powder', '1 tablespoon garam masala', '1 tablespoon fenugreek powder (optional)', '2 teaspoons salt', 'Wooden or metal skewers']",30 minutes (plus 4–6 hours marination),Chicken Sekuwa (Grilled Chicken Skewers),4 servings,"Non-Vegetarian, Main Course"
,"['Mix all spices, oil, and ginger-garlic paste. Add buffalo cubes, coat well. Marinate 6–8 hours (or overnight). Thread onto skewers. Grill on charcoal until charred outside and tender inside (15–20 minutes, turning frequently). Buffalo is tougher than chicken, so cook until no longer pink. Serve with roasted timur powder and tomato achar.']",['Nepali'],https://images.unsplash.com/photo-1596797038530-2c107229654b?w=800&q=80,"['600g buffalo meat (cut into 1-inch cubes)', '5 tablespoons mustard oil', '4 tablespoons ginger-garlic paste', '2 tablespoons turmeric powder', '2 tablespoons red chili powder', '2 tablespoons cumin powder', '2 tablespoons coriander powder', '1 tablespoon garam masala', '1 tablespoon fenugreek powder', '1 tablespoon timur (Szechuan pepper) powder', '2 teaspoons salt', 'Wooden or metal skewers']",30 minutes (plus 6–8 hours marination),Buff Sekuwa (Grilled Buffalo Skewers),4 servings,"Non-Vegetarian, Main Course"
,"['Mix oil, spices, and ginger-garlic paste. Add pork cubes, coat well. Marinate 4–6 hours. Thread pork onto skewers. Grill on charcoal or pan-grill over medium heat for 12–15 minutes, turning often, until pork is caramelized and fully cooked. Serve with green chutney, onion slices, and timur powder.']",['Nepali'],https://images.unsplash.com/photo-1455619452474-d2be8b1ae538?w=800&q=80,"['600g pork shoulder (cut into 1-inch cubes)', '4 tablespoons mustard oil', '4 tablespoons ginger-garlic paste', '2 tablespoons turmeric powder', '2 tablespoons red chili powder', '2 tablespoon cumin powder', '2 tablespoon coriander powder', '1 tablespoon garam masala', '1 tablespoon timur powder', '2 teaspoons salt', 'Wooden or metal skewers']",25 minutes (plus 4–6 hours marination),Pork Sekuwa (Grilled Pork Skewers),4 servings,"Non-Vegetarian, Main Course"
,"['Combine oil, all spices, and ginger-garlic paste. Marinate goat meat for 6–8 hours (longer for better tenderness). Thread onto skewers. Grill on charcoal for 15–20 minutes, turning frequently, until meat is charred on outside and fully cooked inside. Serve with spicy achar and beaten rice (chiura).']",['Nepali'],https://images.unsplash.com/photo-1504674900247-0877df9cc836?w=800&q=80,"['600g goat meat (bone-in or boneless, cut into chunks)', '5 tablespoons mustard oil', '4 tablespoons ginger-garlic paste', '2 tablespoons turmeric powder', '2 tablespoons red chili powder', '2 tablespoons cumin powder', '2 tablespoons coriander powder', '1 tablespoon garam masala', '1 tablespoon fenugreek powder', '1 tablespoon timur powder', '2 teaspoons salt', 'Wooden or metal skewers']",30 minutes (plus 6–8 hours marination),Mutton Sekuwa (Grilled Mutton/Goat Skewers),4 servings,"Non-Vegetarian, Main Course"
,"['In a bowl, mix oil, ginger-garlic paste, turmeric, chili powder, cumin, coriander, garam masala, timur, salt, and lemon juice. Add prawns, coat well. Marinate 30 minutes. Thread prawns onto skewers. Grill over high heat for 2–3 minutes per side until pink and slightly charred (do not overcook). Serve immediately with lemon wedges and green chutney.']",['Nepali'],https://images.unsplash.com/photo-1490645935967-10de6ba17061?w=800&q=80,"['500g large prawns (peeled, deveined, tails on)', '3 tablespoons mustard oil', '2 tablespoons ginger-garlic paste', '1 teaspoon turmeric powder', '1 teaspoon red chili powder', '1 teaspoon cumin powder', '1 teaspoon coriander powder', '1/2 teaspoon garam masala', '1/2 teaspoon timur powder', '1 teaspoon salt', '2 tablespoons lemon juice', 'Wooden or metal skewers']",15 minutes (plus 30 minutes marination),Prawn Sekuwa (Grilled Prawn Skewers),4 servings,"Non-Vegetarian, Main Course"
,"['Marinate cubed paneer in mustard oil, ginger-garlic paste, timur, cumin, turmeric, chili, garam masala, lemon juice, and salt for 20 minutes. Skewer and grill over charcoal or in a hot oven at 200°C for 10-12 minutes, turning occasionally until charred edges form. Garnish with cilantro and serve hot with chutney.']",['Nepali'],https://images.unsplash.com/photo-1540189549336-e6e99e49c67f?w=800&q=80,"['400g paneer (cubed)', '2 tablespoons mustard oil', '1 tablespoon ginger-garlic paste', '1 teaspoon timur powder (Sichuan pepper)', '1 teaspoon cumin powder', '1 teaspoon turmeric', '1 teaspoon chili powder', '1/2 teaspoon garam masala', 'juice of 1 lemon', 'salt to taste', 'chopped cilantro for garnish']",30 minutes (plus marination),Paneer Sekuwa (Grilled Paneer),4 servings,"Non-Vegetarian, Main Course"
,"['Beat eggs with salt, fry into thin omelets in mustard oil. Fill paratha with omelet, onions, tomato, chilies, chaat masala, and black salt. Roll tightly, optional grill briefly for crispiness. Slice and serve with tamarind chutney.']",['Nepali'],https://images.unsplash.com/photo-1476224203421-74177f9f4a76?w=800&q=80,"['4 parathas or rotis', '4 eggs (beaten)', '1 onion (sliced)', '1 tomato (chopped)', '2 green chilies (chopped)', '1 teaspoon chaat masala', '1/2 teaspoon black salt', '2 tablespoons mustard oil', 'salt to taste']",25 minutes,Egg Roll,4 servings,"Egg, Street Food"
,"['Stir-fry cabbage, carrot, sprouts, onions, and ginger in oil for 5 minutes, add soy and chili sauce, cool. Wrap filling in wrappers, seal with water, deep-fry in hot oil until golden and crisp, about 3-4 minutes per side. Drain and serve with dipping sauce.']",['Nepali'],https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=800&q=80,"['8 spring roll wrappers', '1 cup cabbage (shredded)', '1 carrot (julienned)', '1/2 cup bean sprouts', '2 green onions (chopped)', '1 teaspoon ginger (minced)', '1 tablespoon soy sauce', '1 teaspoon chili sauce', 'oil for frying']",40 minutes,Spring Roll,4 servings,"Vegetarian, Street Food"
,"['Mash boiled veggies with cumin, garam masala, salt, and cilantro. Sauté onions in mustard oil, mix in veggies. Spread yogurt on roti, add filling, roll up. Toast on tawa until warm and crisp outside.']",['Nepali'],https://images.unsplash.com/photo-1482049016688-2d3e1b311543?w=800&q=80,"['4 rotis or parathas', '1 cup mixed veggies (potato, carrot, peas - boiled)', '1 onion (sliced)', '1 teaspoon cumin powder', '1/2 teaspoon garam masala', '1 tablespoon mustard oil', 'chopped cilantro', 'salt to taste', 'yogurt for spreading']",30 minutes,Veg Roll,4 servings,"Vegetarian, Street Food"
,"['Boil noodles, drain. Heat oil, stir-fry garlic, ginger, onions, carrot, pepper, and cabbage for 5 minutes. Add soy sauce and noodles, toss on high heat for 3-5 minutes until coated and slightly crispy. Garnish with green onions.']",['Nepali'],https://images.unsplash.com/photo-1473093295043-cdd812d0e601?w=800&q=80,"['300g egg noodles (boiled)', '1 cup cabbage (shredded)', '1 carrot (sliced)', '1 bell pepper (sliced)', '1 onion (sliced)', '2 tablespoons soy sauce', '1 teaspoon garlic paste', '1 teaspoon ginger paste', '2 tablespoons oil', 'green onions for garnish']",25 minutes,Chowmein (Fried Noodles),4 servings,"Vegetarian, Street Food"
,"['Boil and drain noodles. Sauté garlic and ginger in sesame oil, add veggies, stir-fry until tender-crisp. Toss in sauces, noodles, salt, and pepper; wok-fry 4 minutes for flavor infusion.']",['Nepali'],https://images.unsplash.com/photo-1466637574441-749b8f19452f?w=800&q=80,"['300g chowmein noodles', '2 cups mixed veggies (broccoli, beans, carrot)', '1 teaspoon sesame oil', '2 tablespoons soy sauce', '1 teaspoon chili sauce', '2 garlic cloves (minced)', '1 inch ginger (grated)', 'salt and pepper to taste']",25 minutes,Veg Chowmein,4 servings,"Vegetarian, Street Food"
,"['Marinate chicken in ginger-garlic and soy. Boil noodles. Stir-fry chicken until cooked, add veggies, then noodles and sauces, high-heat toss for 5 minutes.']",['Nepali'],https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=800&q=80,"['300g noodles', '300g chicken (sliced)', '1 cup cabbage', '1 carrot', '1 onion', '2 tablespoons soy sauce', '1 teaspoon oyster sauce (optional)', 'ginger-garlic paste 1 tbsp', 'oil']",30 minutes,Chicken Chowmein,4 servings,"Non-Vegetarian, Street Food"
,"['Tenderize buffalo meat with timur and garlic in oil, cook 10 minutes. Add veggies, then boiled noodles and soy, stir-fry vigorously.']",['Nepali'],https://images.unsplash.com/photo-1498837167922-ddd27525d352?w=800&q=80,"['300g noodles', '300g buffalo meat (thin strips)', 'veggies: cabbage, carrot, onion (1 cup each)', '2 tbsp soy sauce', '1 tsp timur powder', 'mustard oil 2 tbsp', 'garlic 3 cloves']",35 minutes,Buff Chowmein (Buffalo Chowmein),4 servings,"Non-Vegetarian, Street Food"
,"['Simmer broth with tomato puree, spices, and veggies 20 minutes. Boil noodles separately, combine, garnish with cilantro and lemon.', ""Ingredients:\xa0('2 cups flour', '1 tsp carom seeds', 'oil, salt')\nCooking Method (Recipe):\xa0Knead spiced dough, cut diamonds, deep-fry crisp."", 'ogurt with spices and nuts.']",['Nepali'],https://images.unsplash.com/photo-1567620832903-9fc6debc209f?w=800&q=80,"['200g noodles', '4 cups veg broth', '1 cup mixed veggies', '1 tomato (pureed)', '1 tsp cumin', '1 tsp chili powder', 'cilantro, lemon']",40 minutes,Thukpa (Noodle Soup),4 servings,"Vegetarian, Soup"
,"['Boil chicken in 5 cups water with salt, ginger, garlic, turmeric, cumin, and coriander for 20 minutes until tender; shred half the chicken and reserve broth (reduce to 4 cups). In a pot, heat 1 tablespoon oil, sauté onions for 3 minutes until soft, add carrots and cabbage, stir-fry 5 minutes. Pour in reserved broth, soy sauce, and remaining cubed chicken; simmer 10 minutes for flavors to meld. Boil noodles separately for 5 minutes, drain, and divide into bowls. Ladle hot soup over noodles, squeeze lemon juice, and garnish with cilantro and green onions.']",['Nepali'],https://images.unsplash.com/photo-1563379091054-1e4dddd2fbdc?w=800&q=80,"['200g noodles (egg or wheat)', '300g chicken (boneless, cubed)', '4 cups chicken broth', '1 carrot (sliced)', '1 cup cabbage (shredded)', '1 onion (sliced)', '2 garlic cloves (minced)', '1-inch ginger (grated)', '1 teaspoon cumin powder', '1 teaspoon coriander powder', '1/2 teaspoon turmeric', '2 tablespoons soy sauce', 'juice of 1 lemon', 'fresh cilantro and green onions for garnish', 'salt to taste']",45 minutes,Chicken Thukpa,4 servings,"Non-Vegetarian, Soup"
,"['Heat sesame oil in a pot over medium heat, sauté garlic for 1 minute until fragrant. Add carrots, broccoli, beans, and tofu; stir-fry 4 minutes to lightly brown edges. Pour in vegetable stock, soy sauce, and chili flakes; bring to boil then simmer 15 minutes until veggies are tender. Meanwhile, boil noodles in salted water for 4-5 minutes until al dente, drain well. Divide noodles into bowls, ladle soup over top, and sprinkle with cilantro for freshness.']",['Nepali'],https://images.unsplash.com/photo-1551248429-40975aa4de74?w=800&q=80,"['200g noodles', '4 cups vegetable stock', '1 cup tofu (cubed)', '1 cup mixed veggies (broccoli florets, beans)', '1 carrot (sliced)', '2 garlic cloves (minced)', '1 teaspoon sesame oil', '2 tablespoons soy sauce', '1/2 teaspoon chili flakes', 'fresh cilantro']",35 minutes,Veg Thukpa,4 servings,"Vegetarian, Soup"
,"['Knead flour and water into firm dough, rest covered 15 minutes; divide into 4 balls. Bring broth to boil with onion, garlic, ginger, tomato, and chicken/veggies; simmer 20 minutes. For noodles: flatten one dough ball thin (like tortilla), cut into 1-inch squares, gently pull/stretch each into irregular strips (thenthuk style) directly into boiling broth—do in batches to avoid sticking. Cook 3-5 minutes until noodles float and soften. Repeat with remaining dough. Garnish with cilantro and chilies before serving hot.']",['Nepali'],https://images.unsplash.com/photo-1603105037880-880cd4edfb0d?w=800&q=80,"['2 cups all-purpose flour (for dough)', '1/2 cup water (for dough)', '4 cups chicken or veg broth', '200g chicken or veggies (diced)', '1 onion (chopped)', '2 garlic cloves', '1 teaspoon ginger paste', '1 tomato (chopped)', 'cilantro and green chilies for garnish']",50 minutes,Thenthuk (Hand-pulled Noodle Soup),4 servings,"Vegetarian, Soup"
,"['Melt jaggery with 2 tablespoons water over low heat until syrupy (5 minutes), stir in coconut and cardamom, cook 5 minutes to thicken filling, cool. Knead rice flour with boiling water into smooth, non-sticky dough (add flour if needed). Pinch off golf-ball-sized portions, flatten into 3-inch discs, place 1 teaspoon filling in center, fold and pinch into fish-like teardrop shape, sealing well. Steam in steamer or on banana leaves over boiling water for 12-15 minutes until glossy and firm. Cool slightly before eating—Yomari Punhi festival special.']",['Nepali'],https://images.unsplash.com/photo-1542010589005-d1eaab3cbf88?w=800&q=80,"['2 cups glutinous rice flour', '1 cup water (for dough)', '1 cup grated coconut', '1/2 cup jaggery or brown sugar', '1/2 teaspoon cardamom powder', 'banana leaves for steaming (optional)']",60 minutes,Yomari (Sweet Dumpling),4 servings,"Vegetarian, Dessert"
,"['Dry-roast sesame seeds until aromatic (3 minutes), grind coarsely, mix with melted jaggery and ghee over low heat for 7 minutes into thick paste, add cardamom, cool. Prepare rice flour dough as in Yomari #173. Shape dough into cups, fill with sesame-jaggery (1 teaspoon each), seal into pointed dumplings. Arrange on steamer tray, steam vigorously 15 minutes until translucent. These nutty, chewy treats are a Newari variation for festivals.']",['Nepali'],https://images.unsplash.com/photo-1548940740-a09f9a3d09ce?w=800&q=80,"['2 cups rice flour', '1 cup water', '1 cup roasted sesame seeds (ground)', '3/4 cup jaggery (grated)', '1/2 teaspoon cardamom', '1 tablespoon ghee']",60 minutes,Til Ko Yomari (Sesame Yomari),4 servings,"Vegetarian, Dessert"
,"['Mix flour, ajwain, salt, and ghee into crumbly texture, add water gradually to form stiff dough; knead 5 minutes, rest 10 minutes covered. Divide into 2 balls, roll each into 1/8-inch thick circle, cut into diamond shapes with pastry cutter or knife. Heat oil to 180°C (medium-hot), fry nimki in batches 2-3 minutes per side until golden and bubbly, drain on paper towels. Cool completely for crunch—perfect tea-time snack.']",['Nepali'],https://images.unsplash.com/photo-1559058989-5d1e5e7f0bce?w=800&q=80,"['2 cups all-purpose flour', '1 teaspoon ajwain (carom seeds)', '1/2 teaspoon salt', '2 tablespoons ghee or oil', '1/2 cup water', 'oil for deep-frying']",30 minutes,Nimki (Fried Crackers),4 servings,"Vegetarian, Main Course"
,"['Dissolve salt in water, knead with flour and 1 tablespoon ghee into soft dough, rest 15 minutes. Divide into 4 balls; roll one into 6-inch disc, spread 1 teaspoon ghee, fold into square, roll again gently to 5-inch square (preserving layers). Heat tawa, shallow-fry each on medium heat 2 minutes per side with ghee drizzles until flaky, golden layers puff up. Stack and serve warm with curry or pickle.']",['Nepali'],https://images.unsplash.com/photo-1571167541620-70f394f0d8e0?w=800&q=80,"['2 cups maida (refined flour)', '1/2 cup warm water', '4 tablespoons ghee (melted)', '1/2 teaspoon salt', 'oil for shallow-frying']",40 minutes,Fini Roti (Layered Bread),4 servings,"Vegetarian, Main Course"
,"[""Core and slice apples uniformly thin using mandoline; toss immediately in lemon juice to prevent browning. Optional: dissolve sugar in 1/4 cup water for syrup, dip slices briefly. Arrange on dehydrator trays or parchment-lined baking sheets; dry at 50-60°C (dehydrator) or 100°C oven door ajar for 4-6 hours until crisp and leathery—no moisture left. Dust with cinnamon, cool, store airtight. Famous from Mustang region's sun-dried apples.""]",['Nepali'],https://images.unsplash.com/photo-1555939594-77e04cd3ad8e?w=800&q=80,"['4 firm apples (thinly sliced, 1/16-inch)', '1 tablespoon lemon juice', '2 tablespoons sugar (optional syrup)', 'cinnamon powder (pinch)']",20 minutes + 4-6 hours drying,Marpha Apple Chips,4 servings,"Vegetarian, Main Course"
,"['Hang yogurt in muslin cloth 4-6 hours to thicken (or use Greek yogurt). Whisk hung yogurt vigorously 5 minutes for creamy texture, fold in sugar gradually until dissolved. Add cardamom, half the pistachios, raisins, and saffron soaked in warm milk. Chill 1 hour to set flavors. Serve in clay pots garnished with remaining nuts—creamy Newari festival dessert.']",['Nepali'],https://images.unsplash.com/photo-1600891964599-f61ba0e24092?w=800&q=80,"['2 cups thick yogurt (hung/straining overnight)', '1/4 cup powdered sugar', '1 teaspoon cardamom powder', '2 tablespoons chopped pistachios', '1 tablespoon raisins', 'pinch of saffron (optional)']",15 minutes + chilling,Sikarni (Spiced Yogurt Dessert),4 servings,"Vegetarian, Dessert"
,"['Boil milk in heavy-bottomed pan, reduce to medium, add soaked drained rice; stir occasionally 25-30 minutes until rice softens and milk thickens to 1/3 volume. Lower heat, stir in sugar until dissolved (5 minutes), add cardamom and saffron. Simmer 5 more minutes without boiling. Turn off heat, mix in half the fried nuts. Cool to warm, garnish with rest—serve as dessert or festival prasad.']",['Nepali'],https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=800&q=80,"['1/2 cup basmati rice (soaked 30 min)', '1 liter full-fat milk', '1/2 cup sugar (adjust)', '1 teaspoon cardamom powder', '10 cashews and almonds (chopped, fried)', '1/4 teaspoon saffron strands']",40 minutes,Kheer (Rice Pudding),4 servings,"Vegetarian, Dessert"
,"['Boil sugar and water 5 minutes into thin syrup, keep warm. Heat ghee in wide pan over medium, add semolina, roast stirring constantly 8-10 minutes until deep golden and aromatic (watch to avoid burning). Lower heat, pour hot syrup gradually while stirring vigorously to prevent lumps—mixture will bubble. Add cardamom, cook 5 minutes until ghee separates and haluwa pulls from pan sides. Stir in almonds, serve hot in mounds.', '# Nepali Dishes Recipes (81–100)']",['Nepali'],https://images.unsplash.com/photo-1571167452520-0e1a4e6cb2d5?w=800&q=80,"['1 cup semolina (suji/fine)', '1/2 cup ghee', '1 cup sugar', '2 cups water (for syrup)', '1 teaspoon cardamom powder', '10 almonds (slivered)']",25 minutes,Haluwa (Semolina Dessert),4 servings,"Vegetarian, Dessert"
,"['Heat ghee in a heavy-bottomed pan over medium heat. Add semolina and roast slowly while stirring continuously until it turns golden brown and releases a nutty aroma. In another saucepan, warm the milk and dissolve the sugar into it. Gradually pour the hot milk mixture into the roasted semolina while stirring constantly to avoid lumps. Cook until the mixture thickens and absorbs the liquid. Add cardamom powder, raisins, cashews, and almonds. Stir for another 2–3 minutes and serve warm.']",['Nepali'],https://images.unsplash.com/photo-1565557623262-b51206e893e7?w=800&q=80,"['1 cup fine semolina (suji)', '1/2 cup ghee', '3/4 cup sugar', '2 1/2 cups whole milk', '1/2 teaspoon cardamom powder', '2 tablespoons chopped cashews', '2 tablespoons raisins', '1 tablespoon sliced almonds']",10 minutes,Suji Ko Haluwa,4 servings,"Vegetarian, Dessert"
,"['Heat ghee in a deep pan and sauté grated carrots for 5–7 minutes until slightly softened. Pour in milk and simmer on low heat, stirring occasionally until the milk reduces significantly. Add sugar and continue cooking until the mixture thickens and becomes glossy. Mix in cardamom powder and dry fruits. Cook for another few minutes before serving warm.']",['Nepali'],https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=800&q=80,"['4 cups freshly grated carrots', '3 cups full cream milk', '4 tablespoons ghee', '1/2 cup sugar', '1/4 teaspoon cardamom powder', '2 tablespoons chopped pistachios', '2 tablespoons chopped cashews', '1 tablespoon raisins']",20 minutes,Carrot Haluwa,5 servings,"Vegetarian, Dessert"
,"['Cook grated carrots in ghee over medium heat until aromatic. Add milk and simmer until the carrots become soft and the milk evaporates. Stir in sugar and continue cooking until the haluwa thickens. Add cardamom powder, almonds, and raisins. Serve hot or warm.']",['Nepali'],https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=800&q=80,"['4 cups red carrots grated', '3 cups milk', '1/2 cup sugar', '4 tablespoons ghee', '1/2 teaspoon cardamom powder', '2 tablespoons sliced almonds', '2 tablespoons raisins']",20 minutes,Gajar Ko Haluwa,5 servings,"Vegetarian, Dessert"
,"['Drain soaked moong dal and grind into a coarse paste. Heat ghee in a pan and cook the dal paste slowly on low heat, stirring continuously until golden and aromatic. Warm milk and sugar separately. Slowly add the milk mixture into the roasted dal while stirring constantly. Cook until thick and smooth. Finish with cardamom powder and nuts before serving.']",['Nepali'],https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80,"['1 cup split yellow moong dal soaked overnight', '1/2 cup ghee', '3/4 cup sugar', '2 cups milk', '1/2 teaspoon cardamom powder', '2 tablespoons chopped cashews', '1 tablespoon sliced pistachios']",30 minutes,Moong Dal Haluwa,6 servings,"Vegetarian, Dessert"
,"['Heat oil in a wok over high heat. Sauté garlic and onions until fragrant. Add mixed vegetables and stir-fry until slightly tender but still crisp. Add cooled rice and toss well to separate the grains. Stir in soy sauce, salt, and black pepper. Continue stir-frying for several minutes until heated through. Garnish with spring onions and serve hot.']",['Nepali'],https://images.unsplash.com/photo-1574484284002-952d92456975?w=800&q=80,"['3 cups cooked and cooled rice', '1 cup mixed vegetables diced', '2 tablespoons oil', '2 cloves garlic minced', '1 small onion chopped', '2 tablespoons soy sauce', '1/2 teaspoon black pepper', '1 teaspoon salt', '2 spring onions chopped']",15 minutes,Fried Rice,4 servings,"Vegetarian, Main Course"
